DE;EN;DA;ES;CS;SV;
Taktzeiten - Setup;Cycle times - setup;-;-;-;Takttid - setup;
Taktzeiten anpassen;Adjust cycletimes;-;-;-;Anpassa takttider;
Taktzeiten-Mittelwert der Schicht bilden und alte Datensätze löschen;Create average cycle of shift and delete old values;-;-;-;-;
Taktzeitenprotokoll;Cycle time log;-;-;-;Takttid-protokoll;
Taktzeitist;ACT cycle time;-;-;-;TakttidÄr;
TAKTZEITIST;ACT CYCLETIME;-;-;-;TAKTTIDÄR;
Taktzeitkontrolle;Cycle time control;Cyklustidsrapport;Control de intervalos;-;Takttidkontroll;
Taktzeitkontrolle: Toleranz;Cycle time control : tolerance;-;-;-;Takttidkontroll: tolerans;
Taktzeitprotokoll;Cycle time log;Cyklustidsrapport;Informe sobre intervalos;Protokol o cyklech;Takttidprotokoll;
TAKTZEITSOLL;STD CYCLE TIME;CYKLUSTID BØR-værdi;-;-;TAKTTIDBÖR;
Taktzeitsoll;STD cycle time;-;Cycle Time set;-;TakttidBör;
Tasten verwenden;Use key;Anvend tastaturet;-;-;Använd tangenterna;
Tastentest;Button test;-;-;-;-;
tatktzeit_str;cycletime_str;-;intervalo_str;-;takttid_str;
tatsächliche;Current;-;-;-;verkliga;
Teil;Part;-;-;-;-;
Teile;Parts;-;-;-;Varor;
Teile Archiv;Parts archive;-;-;-;Varuarkiv;
Teile Nr;#Part;-;Piezas Nr.;-;Varunr.;
Teile pro Karton;Parts per box;-;-;-;-;
Teile pro Kiste;Parts per box;-;piezas por caja;-;Varor per låda;
Teiledimensionen;Partdimensions;-;-;-;Varudimensioner;
TEILEGEWICHT;PARTWEIGHT;-;-;-;VARUVIKT;
Teilegewicht;Part weight;Emnevægt;-;-;Varuvikt;
Teilegewicht [g;Part weight [g;-;part weight [g;-;Varuvikt [g;
Teilespezifische Arbeitsgänge / Arbeitsplan;Part specific work level / work plan;-;-;-;Varuspecifika arbetsgångar / arbetsplan;
Tel;Tel;-;-;-;Tel;
Telefon;Telephone;telefon;-;-;Telefon;
Temperatur Heizzone;Temperature heating zone;-;-;-;Temperatur värmezon;
Temperier Ger;Temper device;-;-;-;-;
Temperiergeräte;Temper device;-;-;-;-;
term./fest;scheduled/fix;-;-;-;term./fixerat;
Termin;Date: CW;Aftale;-;-;Termin;
Termin / Aktivität;Date / Activity;-;-;-;Termin / aktivitet;
Termin-Order bearbeiten;Edit RTM-Order;-;-;-;Redigera terminuppdrag;
Termin-Order eingeben;Input RTM-Order;-;-;-;Mata in terminuppdrag;
Termin-Order löschen;Delete RTM-Order;-;Eliminar la función de plazos;-;Radera terminuppdrag;
Termin-Orderlist;RTM-Order list;-;Lista de funciones de plazos;-;Terminuppdragslista;
Termin: KW;Date: CW;Levering: Uge;-;-;Termin: KV;
Termin1_Plan;Termin1_sched.;-;-;-;-;
Termin2_Plan;Termin2_sched.;-;-;-;-;
Termin3_Plan;Termin3_sched.;-;-;-;-;
Terminal;Terminal;-;-;-;Terminal;
Terminal geht in Ruhezustand;Terminal is shutting down;-;-;-;-;
Terminal Maschine;Terminal machine;-;-;-;Terminal maskin;
Terminal Menge gebucht;Terminal machine booked;-;-;-;Terminal mängd bokad;
TERMINAL_AUFTRAG_BEENDEN;TERMINAL_JOB_FINISH;-;-;-;TERMINAL_AVSLUTA_UPPDRAG;
Terminal_Auftrag_Beendet;Terminal_job_end;-;-;-;Terminal_uppdrag_avslutat;
TERMINAL_AUFTRAG_UNTERBRECHEN;TERMINAL_JOB_INTERRUPT;-;-;-;TERMINAL_AVBRYT_UPPDRAG;
Terminal_Auftrag_Unterbrochen;Terminal_job_interrupt;-;-;-;Terminal_uppdrag_avbrutet;
TERMINAL_AUFTRAGNR;TERMINAL_JOBNO;-;-;-;TERMINAL_UPPDRAGSNR;
TERMINAL_AUFTRAGNR_ASCII;TERMINAL_JOBNO_ASCII;-;-;-;TERMINAL_UPPDRAGSNR_ASCII;
Terminal_Eingabe;Terminal_input;-;-;-;Terminal_inmatning;
TERMINAL_EINGABE;TERMINAL_INPUT;-;-;-;TERMINAL_INMATNING;
TERMINAL_EINHEIT;TERMINAL_UNIT;-;-;-;TERMINAL_ENHET;
Terminal_Einheit;Terminal_unit;-;-;-;Terminal_enhet;
TERMINAL_ETIKETT;TERMINAL_LABEL;-;-;-;TERMINAL_ETIKETT;
Terminal_Etikett;Terminal_label;-;-;-;Terminal_etikett;
TERMINAL_MASCHINE;TERMINAL_MACHINE;-;-;-;TERMINAL_MASKIN;
TERMINAL_MENGE_GEBUCHT;TERMINAL_AMOUNT_BOOKED;-;-;-;TERMINAL_MÄNGD_BOKAD;
Terminal_Still_Stoer;Terminal_down_fault;-;-;-;Terminal_still_störn;
TERMINAL_STILL_STOER;TERMINAL_DOWN_FAULT;-;-;-;TERMINAL_STILL_STÖRN;
TERMINAL_STILLSTAND_GEBUCHT;TERMINAL_DOWNTIME_BOOKED;-;-;-;TERMINAL_STILLESTÅND_BOKAT;
TERMINAL_STOER_KOMMT_GEHT;TERMINAL_FAULT_START_END;-;-;-;TERMINAL_STÖR_START_SLUT;
TERMINAL_STOER_NR;TERMINAL_FAULT_NO;-;-;-;TERMINAL_STÖRN_NR;
Terminal_Stoer_Nr;Terminal_fault_no;-;-;-;Terminal_störn_nr;
Terminal_StoerKommtGeht;Terminal_faultstartstop;-;-;-;Terminal_störnstartslut;
terminiert;scheduled;-;-;-;terminerat;
Terminmeldungen;Due message;-;-;-;-;
TERMINORDER;SCHEDULED job;-;-;-;TERMINUPPDRAG;
TerminOrder;Scheduled order;-;-;-;Terminuppdrag;
TEST;TEST;-;-;-;-;
Test;Test;-;-;-;Test;
Test station;Test station;-;-;-;Teststation;
Testp. Vorwarnung;Prewarn test period;-;-;-;-;
Testperiode abgelaufen;Trialperiod is over;-;-;-;Testperioden har löpt ut;
Testperiodeende;End of trial period;-;-;-;-;
Testversion läuft ab in;Trial version expires in;-;-;-;-;
Testversion, nur noch;Trial version, only;-;-;-;Testversion, endast;
Text;Text;-;-;-;-;
Text (*.txt)|*.txt|Alle (*.*)|;Text (*.txt)|*.txt|All (*.*)|;-;-;-;Text (*.txt)|*.txt|Alla (*.*)|;
Text-Datei (*.txt)|*.txt|All Datei|;Text-File (*.txt)|*.txt|All files|;-;-;-;Text-fil (*.txt)|*.txt|Alla filer|;
theor. Sollwert;theor. set value;-;-;-;-;
Theor.Menge;Calc. quantity;-;-;-;-;
TimeStamp;TimeStamp;-;-;-;-;
Titel;Title;Titel;-;-;Titel;
Tol;Tol;-;-;-;Tol;
Toleranz;Tolerance;-;Tolerancia;-;Tolerans;
Toleranz [;Tolerance [;-;Tolerancia [;-;Tolerans [;
Toleranzzeitvorgabe Taktzeitkontrolle in;Default tolerance cycletime in;-;-;-;Toleranstid normalvärde takttidkontroll i;
Tonnen;Tons;-;-;-;Ton;
Tot;Tot;-;-;-;-;
Tot [h;Tot [h;-;-;-;-;
TOTAL;TOTAL;-;-;-;-;
Total;Total;-;-;-;-;
Total [h;Total [h;-;-;-;-;
Total Job;Total Job;-;-;-;Totalt uppdrag;
Total No;Total no;-;-;-;-;
Touch Screen;Touch screen;-;-;-;Touchscreen;
Touchscreen;Touchscreen;-;-;-;Touchscreen;
TPM;TPM;-;-;-;TPM;
TPM - Stillstandsprotokoll;TPM - downtime log;-;-;-;-;
TPM Pareto Analyse;TPM pareto analysis;-;-;-;-;
TPM_Auswertung;TPM_evaluation;-;-;-;TPM_analys;
TPM_AUSWERTUNG: Fehler bei Update der Stillstände. Möglicherweise wurde neuer Stillstandsgrund eingegeben;TPM_analysis: error in update of downtime. possibly there was entered a new downtime code;-;-;-;TPM_ANALYS: fel vid aktualisering av stillestånden. Möjligtvis har en ny orsak för stillestånd matats in;
TPM_Korrektur durchgeführt;TPM_correction proceeded;-;-;-;TPM_korrigering utförd;
TPM_Leistung_Gesamt_Update;TPM_Effency_global_update;-;-;-;TPM_effektivitet_totalt_aktualiserad;
TPM_Produziert_Gesamt_Update;TPM_produced_global_update;-;-;-;TPM_producerat_totalt_aktualiserad;
TPM_Schicht Produziert > 0 / Istlaufzeit = 0. MaschNr;TPM_Shift_produced > 0 / Act_runtime = 0. MachNo;-;-;-;TPM_skift producerat > 0 / Ärlöptid = 0. Masknr;
TPM-Anlagenauswertung;TPM-equipment evaluation;-;Valoración del dispositivo TPM;-;TPM-anläggningsanalys;
TPM-Ausschuss;TPM-Scrap;-;TPM-Defecto;-;TPM-utskott;
TPM-Auswertung;TPM evaluation;TPM-analyse;-;-;TPM-analys;
TPM-Grafik;TPM-Graphics;TPM-grafik;Gráfico TPM;-;TPM-grafik;
TPM-Pareto;TPM-Pareto;-;-;-;TPM-pareto;
TPM-Pareto-Analyse;TPM-Pareto-Analysis;;;;;
TPM-Prüfung;TPM-inspection;-;-;-;TPM-kontroll;
TPM-Schichtprotokoll;TPM-shift log;TPM-skiftprotokol;-;-;TPM-skiftprotokoll;
TPM-Statistik;TPM-statistic;-;-;-;TPM-statistik;
TPM-Stillstandsprotokoll;TPM-downtime log;TPM-stilstandsprotokol;Informe de bloqueo TPM;TPM - Protokol o prostojích;TPM-stilleståndsprotokoll;
TPM-Verlust-Verteilung;TPM waste distribution;TPM-tabsfordeling;-;-;TPM-förlustfördelning;
TPM-Verluste;TPM losings;TPM-tab;Pérdidas TPM;-;TPM-förluster;
TPMZUOR;TPM ALLOCATION;-;-;-;TPMTILLORDN;
Trennzeichen;Seperator;Seperationstegn;-;-;Skiljetecken;
Trockner aufgefüllt;Drier fulfilled;-;-;-;Torken påfylld;
Trotzdem buchen;Book nevertheless;alligevel booke;No obstante reservar;-;Boka ändå;
tschechisch;czech;-;-;-;-;
Tschechisch;Czech;-;-;-;Tjeckiska;
Typ;Type;-;-;-;Typ;
TYP;TYPE;-;-;-;TYP;
Typ Schicht;Type shift;-;-;-;Typ skift;
Type;Type;-;-;-;Typ;
U - ungeplant;U – unscheduled;-;-;-;U - oplanerat;
Ü-Faktor;Factor;-;-;-;-;
Über Serverdienst;From server service;-;-;-;-;
übergabe an PDE Tabelle ab;Transfer to PDE table at;-;-;-;överföring till PDE tabell från;
Übergabe in INCLUDIS ab;Transfer to INCLUDIS from;-;-;-;Överföring till INCLUDIS från;
Übergeben;Transfer;-;-;-;Överföra;
Übernehmen;Apply;Overtage;-;-;Överta;
übernehmen;Apply;-;-;-;överta;
Überproduktion;overproduction;-;-;-;Överproduktion;
Überwachungszeit;Monitoring time;-;-;-;Övervakningstid;
überwachungszeit;Supervision time;-;-;-;övervakningstid;
Überwachungszeit Halbautomatik;Checktime semi autom. system;-;-;-;Övervakningstid halvautomatik;
Uhr;Clock;Ur;Reloj;-;Klockan;
Uhr   bis;O'clock   till;til klokken;-;-;Till klockan;
Uhr // Page;Clock // Page;-;-;-;Klockan // sida;
Uhr bis;O'clock   till;Tid til;-;-;Till klockan;
Uhrzeit;Time;Klokkeslæt;-;-;Tid;
Uhrzeit Schichtbeginn in Feinplanung;Time shift begin in Plant Scheduler;-;-;-;Tid för skiftstart i finplaneringen;
um;at;-;-;-;klockan;
Um die Änderungen zu übernehmen muss die Applikation neu gestartet werden;Please restart the application to take changes;-;-;-;Applikationen måste startas om för att denna förändring skall aktiveras;
Um eine Gruppenbezeichnung zu ändern, müssen;to change a group descreption, you have to;-;-;-;För att ändra en gruppbeteckning måste;
Umbenennen;Rename;-;-;-;Ombenämna;
umbenennen;rename;-;-;-;-;
umbuchen;rebook;;;;;
Umlaufbestand;Work In Progress;-;-;-;-;
Umplannen Auftrag;Reschedule job;-;-;-;-;
umschalten auf 1-fach Maschine;switch to simply machine;-;-;-;-;
Umschaltpunkt;Switchpoint;-;-;-;-;
Umschaltspritzdruck;Switch inj. pressure;-;-;-;-;
umstellen auf 1-fach Maschine;switch to simply machine;-;-;-;-;
UN-Zulassung;UN-access;-;-;-;UN-tillstånd;
Unable to Open Database;Unable to open Database;-;Unable to Open Database;-;Kan ej öppna databasen;
Unable to Update Database;Unable to Update Database;-;-;-;Kan ej aktualisera databasen;
unbegrenzt;unlimited;-;-;-;obegränsat;
unbek. Stillstand;unknown downtime;Ukendt stopårsag;-;-;-;
unbekannt;Unknown;-;desconocido;-;okänt;
Unbekannte Maschine;Unknown machine;Ukendt maskine;-;-;-;
Unbekannte Personal-Nr;Unknown labor no.;-;-;-;Okänt personalnr.;
Unbekannter Auftrag;Unknown job;Ukendt ordre;-;-;Okänt uppdrag;
Unbekannter Barcode;Unknown barcode;Ukendt stregkode;-;-;-;
Unbekannter Fehler;Unknown error;-;-;-;-;
unbekanntes Feld;Unknown field;-;-;-;-;
und Standort Gruppe;and location group;-;-;-;och position grupp;
undefiniert;undefined;-;-;-;odefinerat;
ungepl;unsched;-;-;-;-;
Ungepl. Still;Unsched. DT;-;-;-;Oplanerat stillest.;
ungepl. Still;Unsched. DT;-;-;-;-;
ungepl. Still. [h;Unsched. DT[h;-;-;-;-;
Ungepl. Stillst;Unsched. DT;-;-;-;Oplanerat stillest.;
Ungepl. Stillstand;Unscheduled downtime;-;-;-;Oplanerat stillestånd;
ungepl. Stillstände;unscheduled downtime;-;-;-;-;
Ungepl.Still;Unsched.DT;-;-;-;-;
Ungeplant;Unsched.;Ikke planlagt;-;-;Oplanerat;
ungeplant;unsched.;ikke planlagt;-;-;oplanerat;
ungeplant in;unscheduled in;-;-;-;oplanerat i;
Ungeplante Aufträge;Unscheduled jobs;Ikke planlagte ordrer;Tareas no planeadas;Nenaplánované zakázky;Oplanerade uppdrag;
ungeplante Aufträge;unscheduled jobs;Ikke planlagte ordrer;-;-;oplanerade uppdrag;
Ungeplante Aufträge (Pool;unscheduled jobs (pool;-;-;-;-;
ungeplante Aufträge (Pool;unscheduled jobs (pool);-;-;-;-;
ungeplante Stillstände;unscheduled downtimes;-;-;-;oplanerade stillestånd;
ungülige SQL Anweisung;Invalid SQL statement;-;-;-;-;
Ungültige Bool-Schrittgröße;Invalid bool-stepsize;-;invalid bool-stepsize;-;Ogiltig Bool-steglängd;
Ungültige Personalnr;Labor no not valid;-;-;-;-;
Ungültige Zeitangabe;Time range not valid;-;-;-;-;
unl;unl;-;-;-;unl;
Unplausibel;Unplausible;Ikke plausible;-;-;Ej plausibelt;
Unten;Below;Nede;-;-;Nedan;
unterbr;Interrupt;-;-;-;-;
unterbr./fest;interrupt/fixed;-;-;-;avbryt/fixerat;
Unterbrechen;Interrupt;-;-;-;Avbryta;
unterbrechen;interrupt;-;-;-;avbryta;
unterbroch;interrupted;-;-;-;avbr.;
unterbrochen;interrupted;Afbryde;-;-;avbrutet;
Unterschiedliche Farben für Stillstände;Different colors for downtimes;-;-;-;Olika färger för stillestånd;
Unterschrift;Signatur;Underskrift;-;-;Signatur;
Unzugeordnet;unassigned;-;-;-;Ej tillordnat;
update Farbestammdaten;Update color masterdata;-;-;-;aktualisera färgstamdatan;
Update Import Buffer;Update import buffer;-;-;-;Aktualisera import-buffert;
update Kundendaten;Update customer data;-;-;-;aktualisera kunddatan;
Update Kundendaten;Update customer datas;-;-;-;Aktualisera kunddata;
Update Stammdaten;Update Master files;-;-;-;Aktualisera stamdata;
update Stammdaten;update master files;-;-;-;aktualisera stamdatan;
Ursache: Auftrag_Freigabe;Reason: job_release;-;-;-;Orsak: uppdrag_frisläppning;
Ursache: AuftragAutomatikStart;Reason: job_automaic_start;-;-;-;Orsak: UppdragAutomatikStart;
Ursache: AuftragStart_Barcode;Reason: job_start_barcode;-;-;-;Orsak: UppdragStart_streckkod;
Ursache: Auto_Ruesten;Reason: Auto set up;-;-;-;Orsak: auto_riggning;
Ursache: Auto_ruesten;Reason: Auto set up;-;-;-;Orsak: auto_riggning;
Ursache: BDE_Auftrag;Reason: ODA_job;-;-;-;Orsak: BDE_uppdrag;
Ursache: Check_Auftrag_Ende;Reason: check_job_end;-;-;-;Orsak: Kontr_Uppdrag_Slut;
Ursache: Check_Auftrag_Start;Reason: check_job_start;-;-;-;Orsak: Kontr_Uppdrag_Start;
Ursache: Check_Job_Stueckzahl;Reason: check_job_amount;-;-;-;Orsak: Kontr_Uppdrag_Stycktal;
Ursache: Check_Menge_Gebucht;Reason: check_amount_booked;-;reason: check_amount_booked;-;Orsak: Kontr_Mängd_Bokad;
Ursache: Check_StillstandNr_SPS;Reason: check_downtime_no_SPS;-;reason: check_downtime_no_SPS;-;Orsak: Kontr_Stilleståndsnr_SPS;
Ursache: Check_Terminal_Auftrag_Ende;Reason: check_terminal_job_end;-;reason: check_terminal_job_end;-;Orsak: Kontr_Terminal_Uppdrag_Slut;
Ursache: Check_Terminal_Auftrag_Unterbrochen;Reason: check_terminal_job_interrupted;-;-;-;Orsak: Kontr_Terminal_Uppdrag_Avbrutet;
Ursache: Check_Terminal_Stillstand;Reason: check_terminal_downtime;-;-;-;Orsak: Kontr_Terminal_Stillestånd;
Ursache: Check_Terminorder;Reason: check_date_job;-;-;-;Orsak: Kontr_Terminuppdrag;
Ursache: Check_Warmtrennen;Reason: check_warm_seperating;-;-;-;Orsak: Kontr_Varmseparering;
Ursache: CheckRuestProt_Stillog;Reason: Check set up log_DT log;-;-;-;Orsak: KontrRiggnProt_Stillogg;
Ursache: CheckStatusTPM_Stillog;Reason: check_status_TPM_log;-;-;-;Orsak: KontrStatusTPM_Stillogg;
Ursache: Daten_Aktualisieren;Reason: refresh_data;-;-;-;Orsak: Aktualisera_Data;
Ursache: Daten_Schreiben;Reason: write data;-;-;-;Orsak: Skriva_Data;
Ursache: DatenLesen;Reason: read_data;-;-;-;Orsak: LäsaData;
Ursache: Datenschreiben -> Endedatum Berechnung;Reason: write data -> calc end date;-;-;-;Orsak: skrivning av data -> beräkning av slutdatum;
Ursache: FehlerNr_auswertung;Reason: analyze_error_no;-;-;-;Orsak: Felnr_Analys;
Ursache: In_SPSWerteDB;Reason: in_SPSvalueDB;-;-;-;Orsak: I_SPSvärdeDB;
Ursache: Init;Reason: init;-;-;-;Orsak: Init;
Ursache: Job_Auftrag;Reason: job;-;-;-;Orsak: Uppdrag;
Ursache: Job_No_to_Downtime_Log;Reason: Job_No_to_Downtime_Log;-;-;-;Orsak: Job_No_to_Downtime_Log;
Ursache: MDE_Soll_Ist_Vergleich;Reason: RTM_vairance_comparison;-;-;-;Orsak: MDE_Bör_Är_Jämförelse;
Ursache: MDEWerte_fuellen;Reason: RTM_fill_values;-;-;-;Orsak: Fyll_MDEvärden;
Ursache: QS_Jobs;Reason: QA_jobs;-;-;-;Orsak: KS_Uppdrag;
Ursache: Schreibe_Maschinen_Status;Reason: write_machine_status;-;-;-;Orsak: Skriva_Maskin_Status;
Ursache: SPC_Aktuelle_Werte_Schreiben;Reason: SPC_write_actual_values;-;-;-;Orsak: SPC_Skriva_Aktuella_Värden;
Ursache: SPC_Init;Reason: SPC_init;-;-;-;Orsak: SPC_Init;
Ursache: SPC_SchichtProtokoll_Schreiben;Reason: SPC_writing_shift_protocol;-;-;-;Orsak: Skriva_SPC_Skiftprotokoll;
Ursache: SPC_Soll_Ist_Vergleich;Reason: SPC_variance_comparison;-;-;-;Orsak: SPC_Bör_Är_Jämförelse;
Ursache: SPC_Stichproben_Schreiben;Reason: SPC_sample_writing;-;-;-;Orsak: Skriva_SPC_Stickprov;
Ursache: Stillstand_Ruesten;Reason: downtime_set up;-;-;-;Orsak: Stillestånd_Riggning;
Ursache: Telegramm_Auswerten;Reason: analyze_telegram;-;-;-;Orsak: Analys_Telegram;
Ursache: TPM_BCD_Meldung;Reason: TPM_BCP_message;-;-;-;Orsak: TPM_BCD_Meddelande;
Ursache: TPM_Korrektur_Doppelte_Daten;Reason: TPM correct double data;-;-;-;Orsak: TPM_Korrigering_Dubbel_Data;
Ursache: TPM_Signalauswertung;Reason: TPM_signal_analyzation;-;-;-;Orsak: TPM_Signalanalysering;
Ursache: TPM_Stillstand_Check;Reason: TPM_downtime_check;-;-;-;Orsak: TPM_Stillestånd_Kontr;
US englisch;US english;-;-;-;US engelska;
Username;User name;-;-;-;Användarnamn;
Util;Util;-;-;-;-;
Utilisation;Utilisation;;;;;
VAR;VAR;-;-;-;-;
VAR_KAV;VAR_CAV;-;-;-;VAR_KAV;
VAR_KAVITAET;VAR_CAVITY;-;-;-;VAR_KAVITET;
Var_kavitaet;Variable cavity;-;-;-;Var_kavitet;
var. Kavität;var. Cavity;-;-;-;-;
VarBytes;VarBytes;-;-;-;VarBytes;
Variable Kavität eingeben;Enter variable cavity;-;-;-;Mata in variabel kavitet;
Variant;Variant;-;-;-;Variant;
Varianz;Variance;-;-;-;Variant;
VE;VE;-;-;-;VE;
Verarbeitung;Process;Forarbejdning;-;-;Bearbetning;
Verbindung zur Datenbank konnte nicht aufgebaut werden;Connection to database can't be set up;-;-;-;Förbindelse till databasen kunde ej skapas;
verfügbar;available;-;Available;-;tillgänglig;
Verfügbar;Available;til rådighed;-;-;Tillgänglig;
verfügbare;available;-;-;-;tillgängliga;
Verfügbare Aufträge;Available jobs;Ordrer til rådighed;Tareas disponibles;-;Tillgängliga uppdrag;
Verfügbare Aufträge für;Available jobs for;Disponible ordrer til;-;-;Tillgängliga uppdrag för;
Verfugbare Auftrage fur Maschine X;Available jobs for machine X;-;-;-;Tillgängliga uppdrag för maskin X;
Verfügbare Felder;Available fields;-;-;-;Tillgängliga fält;
verfügbare Gruppen;available Groups;-;-;-;-;
verfügbare Maschinen;available machines;-;-;-;tillgängliga maskiner;
Verfügbare Maschinen;Available machines;-;-;-;Tillgängliga maskiner;
Verfügbarer physikalischer Speicher;Available physical memory;-;-;-;-;
vergeben;assigned;allokere;asignar;-;allokerat;
Vergleich;Comparison;-;Comparación;-;Jämförelse;
Vergleiche;Comparisons;Sammenligne;-;-;Jämförelser;
VERGLEICHGRUPPE;COMPAREGROUP;-;-;-;JÄMFÖRELSEGRUPP;
Vergleichssignal;Comparison signal;sammenligningssignal;-;-;Jämförelsesignal;
Vergleichswert;Compare value;sammenligningsværdi;-;-;Jämförelsevärde;
Verluste;TPM-losses;-;-;-;-;
Verp;Pack;-;-;-;Förp;
Verpack;Pack;-;-;-;Förpack;
Verpacken;Pack;-;-;-;Förpacka;
Verpackt;Packed;pakket;-;-;Förpackat;
verpackt;packed;forpakket;-;-;förpackat;
VERPACKT;PACKED;-;-;-;FÖRPACKAT;
Verpackt im Zeitraum;Packed;-;-;-;-;
Verpackt_bz;Packed_RP;-;-;-;-;
Verpackt_BZ;Packed_RP;-;-;-;-;
Verpackt/Lager;Packed/storage;Emballeret/lager;Empaquetado/Almacén;-;Förpackat/lager;
Verpackte Artikel;Packed parts;Emballeret emner;Artículos empaquetados;-;Förpackad vara;
Verpackte Artikel buchen;Book packed parts;;;;;
Verpackte Artikel über Barcode  (Verpackt_Barcode;Packed parts with barcode (packed_barcode;-;-;-;Förpackad vara via streckkod (förpackat_streckkod;
Verpackte Artikel umbuchen;Rebook packed parts;;;;;
VERPACKTINT;PACKEDINT;-;-;-;-;
Verpacktint;Packed [int];-;-;-;-;
Verpackung;Package;Emballage;-;-;Förpackning;
Verpackungseinheit;Package unit;-;-;-;-;
Verpackungsgröße;Packsize;-;-;-;Förpackningsstorlek;
Verschiedene;Various;Forskellige;-;-;Olika;
Version;Version;-;-;-;-;
Version 6.0 (Einstellung Mentor;Version 6.0 (adjust mentor;-;-;-;Version 6.0 (inställning mentor;
Version ist gültig bis;Version ist valid until;-;-;-;Version giltig till;
Versionsinformation INCLUDIS;INCLUDIS Version information;-;-;-;Versionsinformation INCLUDIS;
Versp;Delay;forsinket;-;-;Försen;
verspätet;delayed;-;-;-;försenat;
Verspätung;Delay;Forsinkelse;-;-;Försening;
Verspätungen;Delays;Forsinkelser;-;-;Förseningar;
Verteiler;Distributor;-;-;-;Fördelare;
Verteilung;Distribution;fordeling;Reparto;-;Fördelning;
Vertikal;Vertical;-;-;-;-;
Verwaltung für Farben;Administration of colors;-;-;-;Förvaltning av färger;
Verweis;Link;-;-;-;Hänvisning;
Verwendung von Doppelwerkzeugen;Use of double molds;-;-;-;Användning av dubbelverktyg;
Verz;Del;-;-;-;Förs;
Verzug;Delay;-;-;-;Försening;
Verzug [h;Delay [h;-;-;-;-;
Verzüge;Delays;Forsinkelser;-;-;Förseningar;
vierfach;four times;-;-;-;fyrfaldig;
Virtuelle Gruppen;Virtual groups;-;-;-;-;
Vis. Prüfung Ok;Visual inspection OK;-;-;-;Visuell kontroll OK;
Visuell;Visual;-;-;-;Visuell;
visuell;visual;-;-;-;visuell;
